Function Number,Run Number,Error,Time
22,23,3022.828479604648,328.4095995426178
22,24,3217.396753848221,331.3039698600769
22,25,3464.8536940277036,328.3103804588318
22,26,3292.890503269736,333.6554391384125
22,27,1893.901221332112,334.6284444332123
22,28,3322.8424381163577,336.7455837726593
22,29,3759.5145103687482,344.1266100406647
22,30,3389.7947495676635,329.74622678756714
23,1,5285.095954354618,333.4791123867035
23,2,6236.320736054034,334.93702578544617
23,3,4320.350975300236,335.76406693458557
23,4,4427.2682476439395,341.6594560146332
23,5,4294.3055465762845,336.2978835105896
23,6,4704.603674819011,333.31974720954895
23,7,4273.524759803551,342.6477394104004
23,8,4696.175726816189,331.25512766838074
23,9,4269.4639099997285,335.3609206676483
23,10,3387.761035005754,334.8049211502075
23,11,3934.370476096068,335.919438123703
23,12,3839.066917516535,338.08514046669006
23,13,5612.74475642827,331.89912509918213
23,14,4101.275690911465,342.42460322380066
23,15,3572.6726338263215,330.14601826667786
23,16,5141.016801345434,315.9667863845825
23,17,4903.092133836299,320.6509656906128
23,18,3226.3804779259563,363.913165807724
23,19,5290.704454436962,331.6563799381256
